date,unemployment,employment_decline,crime,unemployment_z,employment_decline_z,crime_z,STI
2017-04-01,2.78,-2.1,7.525,-0.9696000830370357,-1.2385027186522763,-0.8011146643480809,-1.0030724886791311
2017-05-01,3.04,-2.6,7.4725,-0.7140392462564387,-1.6872146775302561,-0.8102535483403228,-1.070502490709006
2017-06-01,2.81,-2.1,7.42,-0.9401122941777359,-1.2385027186522763,-0.8193924323325646,-0.9993358150541923
2017-07-01,2.81,-2.4,7.3675,-0.9401122941777359,-1.507729893979064,-0.8285313163248065,-1.0921245014938687
2017-08-01,2.75,-2.2,7.3149999999999995,-0.9990878718963352,-1.3282451104278723,-0.8376702003170484,-1.0550010608804186
2017-09-01,2.77,-2.3,7.2625,-0.9794293459901354,-1.417987502203468,-0.8468090843092901,-1.0814086441676312
2017-10-01,2.72,-2.4,7.21,-1.0285756607556347,-1.507729893979064,-0.855947968301532,-1.1307511743454102
2017-11-01,2.71,-2.4,7.1466666666666665,-1.0384049237087347,-1.507729893979064,-0.8669726537524904,-1.1377024904800963
2017-12-01,2.71,-2.2,7.083333333333333,-1.0384049237087347,-1.3282451104278723,-0.8779973392034488,-1.0815491244466855
2018-01-01,2.41,-1.4,7.02,-1.3332828123017308,-0.6103059762231045,-0.8890220246544073,-0.9442036043930808
2018-02-01,2.53,-1.7,6.956666666666667,-1.2153316568645327,-0.8795331515498923,-0.9000467101053655,-0.998303839506597
2018-03-01,2.49,-1.6,6.8933333333333335,-1.2546487086769318,-0.7897907597742965,-0.911071395556324,-0.9851702880025174
2018-04-01,2.48,-1.1,6.83,-1.2644779716300318,-0.34107880089631665,-0.9220960810072824,-0.8425509511778769
2018-05-01,2.24,-1.2,6.766666666666667,-1.5003802825044288,-0.4308211926719125,-0.9331207664582408,-0.9547740805448607
2018-06-01,2.42,-1.2,6.703333333333333,-1.3234535493486312,-0.4308211926719125,-0.9441454519091993,-0.899473397976581
2018-07-01,2.51,-0.9,6.640000000000001,-1.2349901827707324,-0.16159401734512466,-0.9551701373601575,-0.7839181124920049
2018-08-01,2.45,-1.0,6.576666666666667,-1.2939657604893313,-0.2513364091207206,-0.9661948228111159,-0.8371656641403892
2018-09-01,2.32,-0.9,6.513333333333334,-1.4217461788796302,-0.16159401734512466,-0.9772195082620744,-0.8535199014956097
2018-10-01,2.39,-0.8,6.45,-1.3529413382079307,-0.0718516255695287,-0.9882441937130328,-0.8043457191634974
2018-11-01,2.51,-0.8,6.405,-1.2349901827707324,-0.0718516255695287,-0.9960775228492401,-0.7676397770631671
2018-12-01,2.46,-1.0,6.36,-1.2841364975362317,-0.2513364091207206,-1.0039108519854474,-0.8464612528807999
2019-01-01,2.5,-2.0,6.315,-1.2448194457238322,-1.1487603268766804,-1.0117441811216545,-1.1351079845740557
2019-02-01,2.36,-1.9,6.2700000000000005,-1.3824291270672306,-1.0590179351010842,-1.019577510257862,-1.1536748574753923
2019-03-01,2.49,-1.8,6.2250000000000005,-1.2546487086769318,-0.9692755433254884,-1.027410839394069,-1.0837783637988296
2019-04-01,2.4,-2.0,6.18,-1.343112075254831,-1.1487603268766804,-1.0352441685302767,-1.175705523553929
2019-05-01,2.3,-1.6,6.135,-1.4414047047858298,-0.7897907597742965,-1.0430774976664838,-1.0914243207422034
2019-06-01,2.3,-1.7,6.09,-1.4414047047858298,-0.8795331515498923,-1.0509108268026912,-1.1239495610461379
2019-07-01,2.26,-1.9,6.045,-1.4807217565982294,-1.0590179351010842,-1.0587441559388984,-1.199494615879404
2019-08-01,2.25,-2.1,6.0,-1.4905510195513292,-1.2385027186522763,-1.0665774850751057,-1.2652104077595705
2019-09-01,2.39,-2.2,5.955,-1.3529413382079307,-1.3282451104278723,-1.074410814211313,-1.251865754282372
2019-10-01,2.37,-2.3,5.91,-1.3725998641141304,-1.417987502203468,-1.0822441433475203,-1.2909438365550396
2019-11-01,2.26,-2.3,5.823333333333333,-1.4807217565982294,-1.417987502203468,-1.097330555017253,-1.3320132712729835
2019-12-01,2.24,-2.0,5.736666666666666,-1.5003802825044288,-1.1487603268766804,-1.1124169666869854,-1.2538525253560315
2020-01-01,2.38,-1.9,5.65,-1.3627706011610308,-1.0590179351010842,-1.1275033783567179,-1.1830973048729443
2020-02-01,2.4,-1.9,5.5633333333333335,-1.343112075254831,-1.0590179351010842,-1.1425897900264506,-1.181573266794122
